9000 10000
302 5997 58
3760 4745 87
6095 2422 52
6389 1828 93
766 4827 96
2958 4255 1
4982 6384 3
1094 7411 42
3940 1837 63
2487 4985 39
2678 3232 3
8235 7693 61
3346 3391 77
3634 7262 68
2393 7725 54
3648 2472 16
5960 8447 28
6491 7974 3
8036 7689 41
4178 3707 73
874 227 85
4304 3686 11
6203 7698 11
5219 5761 72
7622 3260 6
4362 7834 45
7842 1935 90
3744 1821 97
8706 5082 74
4154 5757 90
425 5027 55
1050 5256 27
3203 3229 31
969 3615 49
4252 1312 42
494 2905 55
3421 3662 91
8709 4414 35
3790 3977 13
2 7257 72
5923 6026 97
107 4568 51
5062 8629 82
5144 5117 83
1865 6192 1
6237 155 20
1425 766 92
1007 6549 54
1193 67 21
251 8804 51
6662 4554 50
1517 3177 62
2648 4716 64
5979 2375 54
5747 2708 92
1340 4081 48
7409 5044 21
6197 1752 37
300 1515 26
4756 1170 43
7694 5771 47
8675 2579 87
3756 5961 58
6752 2068 47
1947 6726 95
2945 8394 76
4655 3244 12
1476 2214 82
1998 7096 56
2451 4417 52
3151 2720 99
610 7559 51
2608 6777 97
4814 5148 17
379 3202 69
5294 3597 28
935 4954 71
1712 8765 79
4470 3896 47
7296 7613 2
2850 4016 74
3762 4137 49
5411 5516 41
2531 5012 45
8548 7837 26
743 7574 63
1106 914 96
3928 2750 72
3534 4876 35
1850 905 29
4611 3378 3
33 5747 97
7705 3154 30
4460 4690 87
2462 5412 47
2183 6639 78
1591 6405 53
4651 1382 46
3511 2351 73
8862 8557 44
1679 7038 90
8823 1703 81
45 8246 29
6172 2827 94
2498 6783 60
3971 3790 98
7888 6236 8
1983 5464 65
2390 3423 88
8555 6759 2
5666 1564 52
6677 2372 20
8037 3759 39
7726 2167 58
4665 6786 55
2954 171 41
7388 6199 3
8438 2683 14
4263 628 54
7634 8257 31
4337 1182 51
7758 8774 59
4589 6775 66
3539 7091 22
761 5453 92
97 227 57
2720 3408 9
3984 2960 22
8602 3848 3
2716 5290 26
6180 3802 3
2102 7512 41
3832 1066 30
5866 1961 100
3486 3260 80
5848 5589 64
7671 7835 28
4778 3355 80
5697 2502 81
5059 4057 3
4755 1093 45
5519 7774 34
84 6970 61
68 6443 72
8092 1367 29
5459 5379 20
8417 579 40
1112 1752 83
8204 3940 1
1077 192 12
1823 8449 71
3427 3390 62
7762 1746 43
2956 3268 90
6622 594 18
1567 2763 27
804 6764 19
8214 6060 39
7244 7677 74
249 7336 6
8139 5110 60
1167 6881 6
8601 1791 73
6111 4429 17
2342 6400 52
1976 6748 95
5792 5463 86
3960 8165 42
320 3778 57
4173 8297 91
330 7205 75
2402 2201 40
4053 6867 68
5863 1328 79
764 8562 39
4028 7332 53
3307 8710 86
6999 6247 44
2569 3808 62
6363 827 46
5616 6702 58
349 7190 95
3876 3195 81
3890 579 13
6264 8679 23
4668 2388 42
8653 6054 10
8252 5289 73
103 3194 10
4206 379 85
6862 3701 66
4495 8813 68
5835 514 82
8293 7277 95
1496 8762 48
8767 4157 72
871 1256 82
2869 5440 70
7238 8011 76
8342 5354 28
7447 7373 65
4096 1925 10
6988 3795 20
2652 2174 22
5952 2016 2
8260 7717 1
5276 5229 37
1121 5776 93
7118 5937 24
868 7420 55
6062 4419 19
3597 8553 57
5262 4734 48
5981 3214 31
3276 8798 94
7085 3096 59
6303 7649 46
5188 5000 30
5895 6107 34
1364 1863 84
4167 771 8
1881 8322 18
5908 7015 58
8216 8580 87
1930 8354 8
1357 5903 59
8259 2177 43
2923 1423 74
2528 1515 15
1797 6696 90
5345 1306 84
3451 1066 50
1779 448 79
996 4845 23
2112 2916 23
775 4537 20
7513 7809 63
371 5278 62
2083 7228 55
1515 3469 2
5618 7321 69
6728 3164 92
7387 3244 82
4231 6589 25
6622 6834 24
4571 757 27
2673 4572 55
7474 2726 61
6204 78 9
8438 7961 55
4711 6932 62
3003 232 75
6316 7343 4
7787 7604 53
4856 6942 90
1426 1856 65
269 4666 43
2847 778 4
2918 3430 72
3851 5456 16
6315 6933 93
4662 1585 62
8422 6494 89
5524 2508 13
2312 7095 60
199 6269 5
1903 155 82
6863 4706 75
6929 2176 31
5494 1939 25
6154 5998 52
1974 7058 58
5006 3552 68
8973 5328 65
3634 1817 50
7971 4832 21
3405 7539 24
2840 6220 65
7846 4027 90
8345 5977 31
831 7135 95
2292 8211 6
655 7048 56
8061 6715 23
4856 2752 69
8622 1450 39
8408 271 39
5003 394 51
2164 6492 9
7396 488 31
8933 2987 83
2614 524 66
2975 2956 22
8530 7309 71
2595 7106 58
642 1680 46
8870 3366 37
1629 5161 12
135 6041 40
6428 8305 69
2629 6622 80
5308 6949 53
6575 3756 13
4518 3958 16
2290 681 30
553 7528 23
2950 1899 92
924 1272 15
1485 3560 58
2790 2075 41
3064 8479 66
71 1513 51
6436 7641 86
6239 6160 88
3552 4330 87
1809 5838 24
6928 4126 3
7319 8316 71
3477 4565 53
1175 5902 39
1110 2108 45
221 4790 54
112 5313 45
4251 785 42
5120 5343 11
8121 4547 88
5980 4925 24
5984 5400 24
1091 5220 11
6985 5476 77
1945 8995 88
7788 6721 36
7422 4552 67
8682 644 1
678 195 39
2933 7484 12
6072 418 80
3361 6783 34
6933 7310 25
2573 6394 10
1468 8526 59
3621 3991 95
3196 6544 48
2553 5161 15
6328 4947 19
1319 4721 5
798 1059 38
3008 5657 50
7299 3988 42
8548 4927 98
4840 6737 50
7398 5748 15
6700 8643 10
1429 6640 36
3403 8616 98
7893 4291 25
5305 3232 77
5513 869 27
4126 1154 67
3468 5022 40
7085 2979 13
3978 1684 79
2112 4133 4
421 6506 8
6776 979 59
4399 8222 77
266 2837 4
8404 867 79
2128 5432 95
207 3597 11
1888 493 83
4722 8038 13
4013 5818 8
2926 32 7
7882 4310 44
4548 8916 30
4261 3611 85
1792 8719 100
6916 1379 6
8752 4967 80
2178 4896 8
4560 3226 15
4683 6858 58
1647 6254 53
8419 3780 19
3907 4947 87
6073 8330 65
8825 8746 28
1811 1615 9
4373 7608 15
2987 362 22
7925 758 4
8250 6292 90
194 5576 55
1004 3086 11
2372 5416 83
5380 7045 39
6899 2473 71
1302 5895 26
2176 7597 81
8277 6792 9
4098 4288 44
7226 5315 30
8860 8971 23
4851 898 39
7195 3989 85
3435 1879 2
4729 2524 76
4526 2374 40
8108 5466 37
4335 2413 49
6862 8231 73
8510 2476 97
6255 8015 12
8747 8663 20
2922 8183 89
4683 3499 24
1504 4463 59
4690 5508 18
5602 2508 89
8737 8702 85
5305 340 48
8996 7614 79
4710 6449 65
4681 6357 12
6740 3991 32
6641 8160 95
3483 181 68
5869 124 71
5588 421 78
4421 8437 86
8402 6214 93
4754 5374 14
4431 3285 97
600 1976 26
6017 2420 76
5092 8701 82
2144 3377 38
8177 7929 7
8069 4983 90
8435 5869 10
8326 1443 75
8297 999 48
3037 5578 42
7257 4994 75
8639 4459 60
1213 6103 36
5244 5971 23
6864 5730 3
2880 7585 16
6395 6444 38
136 4652 15
5843 3678 88
6166 6770 58
3385 3101 50
2750 418 27
1187 2574 80
3665 4385 6
5465 6434 96
6980 3856 76
427 8920 81
6000 8713 72
2096 5897 19
1191 8697 96
7414 7752 66
1942 3336 33
7665 7876 75
4796 7884 26
5630 7905 4
6180 7679 77
4023 8957 32
3476 5520 66
3461 4267 93
1580 5373 64
5580 1952 53
4630 19 25
1278 432 20
6317 3497 88
8373 632 72
8241 3896 100
8877 147 74
4386 5963 52
8253 1362 48
1290 6781 48
7323 1505 50
58 5914 58
1913 106 50
2233 77 61
4851 4233 6
5076 2264 9
7700 686 27
1593 7968 32
4279 1191 37
1080 3877 44
6493 1615 93
4698 7317 58
7522 3128 43
3225 5581 69
6556 2954 77
1281 2489 55
7028 5699 16
2118 5236 98
6286 344 44
3558 2914 93
2198 2176 86
5145 8266 19
8745 1503 56
1314 2597 61
4655 3814 26
2372 1467 89
4514 6158 54
4840 5740 28
737 1185 24
7733 3530 90
960 4298 93
2349 8862 100
2780 5620 31
1082 622 52
7361 3369 66
5420 8042 77
8800 7016 24
7927 2568 71
5265 3346 87
5454 1510 82
7498 4118 1
40 4563 27
3647 3144 57
3883 5356 4
762 3205 47
5354 5695 83
6733 8798 78
4577 646 69
7126 7387 97
302 8443 87
8823 8562 19
1263 8389 90
1764 4570 10
6313 6701 8
5650 2576 48
371 753 77
2617 8936 24
1330 4031 70
5158 1116 31
815 4857 18
8137 1278 99
7459 8925 16
3470 562 91
576 7023 38
5447 6491 68
367 2135 47
3978 5596 38
2068 776 26
125 964 41
7680 853 45
3990 1413 100
5257 1589 30
7967 1147 63
4347 8260 71
8998 4825 43
6361 8489 14
8363 5105 52
2561 5980 14
8717 7708 70
5358 433 57
216 250 95
6772 1498 38
1482 1788 72
7610 5098 47
347 5107 22
2641 8981 92
4438 8178 40
2528 1762 37
6172 4135 43
7745 3513 6
2506 3436 41
4305 8718 22
5721 3151 47
6828 3772 29
7672 722 24
2517 3094 99
6944 1571 30
558 6923 5
3838 2516 66
7013 1524 42
2117 4045 55
5775 2607 62
7109 6679 31
8509 8002 46
324 3955 52
8858 2308 88
351 8793 81
3687 1717 97
2503 6668 88
115 2330 81
524 1350 43
7361 1218 79
4632 3163 38
5917 3330 69
3031 4631 28
244 1025 33
3619 5611 93
4205 6656 59
1296 2472 21
3287 198 89
1549 4128 27
3669 6629 28
2244 5436 10
3061 3364 80
3492 6075 40
8085 2695 35
2539 6085 37
7851 8527 36
7267 8168 85
245 3029 87
3710 8178 55
355 1683 55
4944 2883 19
4375 2534 54
8660 6433 23
1565 4800 98
8887 4603 12
6763 2720 94
7007 8530 23
7795 7331 6
5839 3271 5
1650 5720 14
692 2440 59
1763 8603 39
5595 2143 94
7081 2794 54
7856 1122 24
5002 6410 25
1797 8741 74
1901 1165 15
938 7440 94
3781 1239 91
6446 6010 71
8190 3056 93
7584 3071 55
1711 5815 80
7448 2739 23
403 2036 92
7252 5548 41
8098 6190 97
3426 5398 16
6037 630 45
4644 3423 66
7099 6699 69
4407 5715 64
6429 6759 88
3068 5180 74
7125 6142 24
6731 4229 59
3620 6562 72
73 1075 86
733 339 5
2408 8171 33
8207 4072 33
3207 7820 39
7940 758 38
213 2729 52
5657 75 69
1737 3284 85
2113 3802 43
2955 6380 75
1071 7615 16
2579 3669 34
1165 4551 32
2229 87 79
3939 8250 45
8455 7396 20
4976 1532 15
3311 597 28
3100 7710 66
2748 5950 64
6409 166 26
6409 8585 3
5203 3609 46
8356 3167 83
370 3258 64
8317 7730 22
3656 8131 73
6422 3591 23
6327 5461 31
8773 1302 48
8005 8911 12
2011 8923 60
3156 1566 81
1448 7013 22
7160 8187 38
6140 587 19
5279 182 2
8858 1868 23
6717 6755 43
8553 7339 32
5738 5408 20
6497 7306 37
478 7456 51
1690 6055 65
7372 541 97
6436 3365 84
2440 6629 77
4171 7638 23
3338 5068 56
4967 4454 72
4083 3629 13
5366 1432 85
8176 4111 90
1973 651 62
4612 7413 43
6049 4751 79
2669 295 14
5426 3450 5
2654 2757 85
4077 7137 88
7915 4957 85
3693 5743 69
2498 3766 20
7137 768 51
564 1812 21
6948 6672 71
531 5277 96
2139 350 92
7015 187 67
4597 5474 56
5884 3300 66
6211 5217 37
8580 846 96
3110 663 58
7220 2847 61
4194 6212 71
7725 4031 22
26 471 93
3229 432 19
2198 8866 52
8029 3074 11
5003 1232 80
5472 849 41
2832 3902 63
421 7808 49
2628 7144 36
7017 4470 86
8017 7466 44
4234 1504 75
3038 39 87
3469 782 96
6966 3849 26
4926 2400 94
5490 7521 80
5351 1946 47
1798 2331 5
2626 7662 22
8342 6269 9
1132 8380 13
2268 7571 95
7334 382 94
2893 4289 73
2583 2744 97
8787 369 59
7334 2282 99
8655 3603 41
6810 7307 2
1729 3687 91
1591 4044 93
8858 4945 42
2343 1217 57
3573 1816 2
4868 8676 4
4011 4512 40
2199 8617 90
5037 6525 64
2283 2777 9
1605 7614 85
338 8376 53
3927 7230 38
811 7482 8
5208 8538 80
101 4002 8
6504 2908 20
1193 4162 57
263 464 21
1937 5169 41
1011 2047 44
7202 1182 10
3687 4061 52
2458 4535 100
1090 5152 97
3858 8425 24
8783 6573 77
5545 743 36
925 6280 92
3658 2492 2
8060 3417 24
8043 5975 48
4146 3275 74
6402 5022 55
6681 8084 94
3876 7092 19
4159 3487 45
3261 6837 16
5722 6414 35
1582 6646 14
5956 1922 89
1688 628 33
7503 3331 18
3477 8757 84
727 7331 39
1744 5636 53
8955 8753 13
3487 1706 80
6913 4267 31
5332 3287 62
3421 4935 86
3371 6691 61
3322 2084 74
3223 4868 28
5443 2280 89
241 8708 87
367 3236 97
4111 6278 37
8771 3531 100
252 511 81
6817 4196 19
6303 4265 31
4220 618 3
2004 5279 95
3158 4096 62
7245 2056 27
1600 6025 91
2733 6317 74
3797 1302 66
5574 6463 84
6177 1890 58
5283 5959 22
2444 3504 18
4539 6766 44
8178 8621 21
2919 3529 38
5062 5620 3
1760 1268 38
1641 7440 65
2888 519 90
428 5183 18
5870 3450 38
2326 7760 48
8617 2245 80
3729 346 88
6699 7016 35
1427 6000 36
3962 882 51
8900 2264 4
5921 1785 36
1232 4178 89
1906 5518 81
5400 2512 98
814 6951 85
4093 6617 1
8524 4740 7
13 6964 47
7332 8143 29
3687 3926 79
6891 1176 87
410 4818 30
2577 1756 96
7693 5640 77
6968 1351 19
1539 3005 31
7849 538 5
2731 2807 60
813 2664 45
1748 3635 78
1004 5138 86
2035 7208 27
3468 1948 38
8195 7906 94
2287 1015 89
3032 2176 25
8202 7316 92
7195 7691 76
8602 7010 20
6165 3308 26
7629 8841 63
5727 817 53
8168 6175 10
493 1347 25
5500 7135 28
8827 30 75
1524 8667 41
8650 7779 29
7753 5691 41
6022 6004 26
6101 8391 72
475 2081 95
2168 719 33
7904 1956 35
4512 8625 20
1816 5234 79
2805 5376 96
3910 1603 52
8191 5189 74
8004 1858 54
4049 8016 73
7609 4325 49
7846 7125 100
8617 6194 56
5850 4841 87
1905 7914 91
8842 7956 71
4210 8279 53
82 2706 16
6262 6017 48
5530 3574 64
4651 3069 38
1137 5543 52
554 513 15
7326 3027 35
199 5300 97
676 2706 73
5627 3491 36
6794 5979 3
1455 2633 65
2971 6978 27
7756 8334 10
1120 3999 83
1496 7409 94
1223 8108 63
3362 5990 88
2598 3296 14
1287 3876 72
6505 8318 62
7917 6846 22
7684 1161 42
8185 1375 65
3156 432 21
2976 2405 18
3157 2127 14
5614 137 12
6585 467 97
4803 8716 75
5400 2371 26
6312 2655 76
1885 2489 90
3703 4972 47
8900 3360 95
8482 7623 97
2992 8549 9
4837 2670 99
1738 7405 18
5752 763 76
8016 1634 45
778 7164 10
6273 6438 82
3324 332 9
7797 6202 78
7163 2966 20
2145 3669 68
1948 6244 85
5147 2743 18
2170 1475 36
4265 7654 38
3242 7575 52
1561 6833 97
3385 5476 68
4471 5473 82
8452 2077 2
5753 4419 60
4841 4275 78
392 3941 92
403 3430 89
11 698 33
5201 645 72
7840 5547 80
8811 4740 77
5684 4673 53
3924 1350 14
3733 144 78
3451 3286 49
7550 5610 68
7118 6189 28
8665 8171 64
415 937 90
2767 4199 66
8451 3983 17
1671 918 66
6671 7735 46
5999 1749 45
8743 4646 18
1160 7578 34
1567 4647 47
4926 593 8
2604 7649 95
6325 6477 94
1014 5771 72
5495 525 31
8758 1317 6
7396 31 42
8462 7936 60
1224 5963 80
3314 3902 57
4594 3395 73
861 8284 49
7715 211 19
5872 3825 46
4256 1035 91
2600 4511 45
7828 8328 80
633 5597 67
3230 649 51
1465 8314 89
641 6207 60
4404 3283 53
2184 3255 87
528 8588 70
6087 4689 34
2854 3774 80
7027 6388 74
4637 8142 7
4297 4588 25
2083 5440 72
342 2460 30
3546 776 17
4967 6713 39
4769 8770 91
8191 6135 18
821 4461 17
6032 8081 52
3597 921 22
8913 8550 84
1408 8467 20
2303 4500 23
3049 1430 93
837 5298 49
4158 2010 11
5837 1271 56
8170 8048 45
4931 4701 66
2288 2247 33
7977 118 29
4990 1461 71
2920 4234 29
7327 860 84
5528 1018 70
3344 7273 60
3720 6610 60
3507 4957 92
8960 7006 63
1192 8727 73
8481 4262 13
8609 4759 25
2953 6222 25
3506 800 97
7621 3177 43
7258 6933 88
1573 3376 35
8804 7440 85
820 6613 3
4312 1464 28
2056 3236 92
2101 6068 97
6374 6333 56
943 6172 98
4561 8351 8
6540 5549 70
7971 6273 93
7110 6737 78
4037 2724 93
7207 41 93
3860 8926 62
5523 7304 73
7230 2524 62
206 2167 50
2907 8290 32
5811 4248 92
2383 7294 33
3300 8015 58
4232 5585 15
3069 3259 74
8893 7772 52
962 2573 43
4575 7192 13
8101 5639 63
2047 7939 82
3036 968 88
3730 3056 81
1920 5742 57
6748 7822 47
7059 4228 90
8050 2196 54
1039 4812 47
1000 7816 11
527 554 51
2385 4458 99
8990 6382 46
5039 2016 50
5627 3748 65
8450 8914 60
3201 4052 93
2210 4818 76
1019 8738 3
5085 3122 85
4924 7952 3
3070 5208 6
3279 8843 52
7757 3638 6
7409 7550 47
8789 6726 25
4359 3322 11
8255 7991 14
7827 1701 44
4505 8321 53
8312 7462 24
3096 5567 45
6753 1017 76
140 8217 7
6236 5795 18
3291 8408 84
1037 752 48
4838 4027 11
1866 5820 3
502 5444 31
630 4950 16
2392 2913 44
4302 1000 15
1924 3197 41
8338 3749 95
2549 359 22
2926 3313 23
8411 4317 52
2923 119 63
4979 7142 89
2090 8484 46
6594 4508 7
6364 5261 2
7791 1411 84
2455 3283 99
989 3484 96
3121 6759 57
4412 7437 93
3506 5912 66
3075 8230 65
3473 1269 58
1395 6514 59
7997 8764 91
6508 3741 19
1507 6822 98
206 5788 70
6337 118 46
1110 8437 97
4466 5460 30
7770 3768 90
3662 154 43
7305 6273 11
769 560 31
608 2688 61
7338 641 11
1241 5622 65
723 1452 35
1997 5218 45
5883 8882 97
2567 1291 15
7989 6094 30
6654 165 26
8586 5771 59
803 282 36
3811 1187 90
5744 2516 85
5938 5481 91
3095 1270 92
7686 944 88
7452 5908 22
6837 2472 89
1763 57 33
5224 1076 3
6301 6113 35
7362 1158 54
7141 7072 55
6935 6235 98
7371 6228 28
174 5975 58
1887 6510 76
1127 7411 3
2338 6675 88
6570 1093 59
618 6235 78
8228 7802 47
2599 7671 74
7153 5656 87
7479 6986 42
5541 1618 97
6694 3634 64
4748 6042 100
2059 1742 41
5062 4295 14
258 8418 97
652 466 37
3093 1504 39
7115 1737 20
170 983 16
1752 1394 75
3332 5492 72
2387 7361 76
376 7738 15
5478 7705 26
1616 8331 66
7624 1760 38
7875 2616 26
5162 7655 26
6119 6734 15
6833 4034 13
6591 2347 17
1101 6879 40
4952 3467 9
551 3783 36
4531 2776 17
692 480 96
6546 7519 71
2016 6123 23
5385 2108 77
7871 3694 32
4925 5055 57
477 5096 23
7428 809 53
4788 2972 86
4198 5268 68
7997 3539 48
5281 3674 91
2907 4798 26
8952 1111 12
626 7052 45
1132 4397 77
7053 5470 21
5236 7188 50
5282 7232 13
6087 5975 35
5167 5504 82
2411 4711 13
7240 6743 56
7179 7469 28
194 2040 65
6853 190 23
2774 3724 3
2532 8287 17
3929 5534 35
465 8518 59
1346 6227 92
4979 273 75
3032 2172 21
6413 2735 45
3985 8569 75
8543 5108 56
6182 1680 49
3686 2604 39
1143 7840 83
3628 8565 63
7290 5896 26
7769 997 52
2312 861 92
7969 978 36
3728 5632 18
3683 5911 85
1941 6063 29
6279 6205 81
197 1016 98
2044 7763 51
3997 8765 20
7482 1479 71
8277 6597 79
3347 1121 73
2629 6388 3
5732 4725 42
3041 8074 50
6426 9 70
7517 8247 73
36 7467 88
1671 6024 4
633 3726 59
3346 5324 3
5191 6540 53
4164 7641 13
1404 4708 93
994 4712 57
6028 7927 69
6962 8102 53
1397 6397 72
4408 5601 49
6317 7497 9
6680 8539 93
6404 6068 100
6619 5581 50
5289 5620 43
1454 651 14
7599 7055 41
5088 5400 33
5858 2054 20
5883 1117 7
2872 1153 41
8576 4403 30
3294 2492 45
1614 1702 78
2578 2103 56
8702 4519 92
3632 6447 17
7322 3645 44
568 4183 34
4170 8645 63
1501 8219 72
6512 2251 38
2183 5553 71
2166 3310 77
8294 5288 29
8092 1256 56
8880 278 55
2200 103 86
467 3343 59
496 3262 66
3218 7562 88
7690 2968 20
4302 5056 3
5276 2017 83
331 5900 63
4367 1507 32
8931 3143 29
3181 4853 36
1313 3181 71
4394 7419 65
6552 6919 59
3185 493 35
1927 6100 66
7117 3492 74
3802 2373 38
4940 547 59
1324 3881 27
1540 4087 82
5208 6765 95
5911 5136 73
543 2520 82
366 117 53
875 2444 91
3902 3393 87
8130 4673 54
907 3789 85
3668 4159 47
4769 1437 60
1997 4546 31
5606 5889 36
6999 8580 84
6569 5947 27
5087 4430 33
6072 6770 49
7567 2244 30
7401 7602 91
8074 1281 62
2412 3833 39
2122 401 1
4216 2753 91
1142 6056 14
5327 7686 21
8237 7946 6
3381 5999 4
1690 775 66
2749 5268 68
1230 5597 22
5777 7380 17
882 3076 40
6909 3889 41
4568 7027 19
4935 8024 49
1437 1476 7
1151 2619 41
2849 5877 83
1374 2045 39
4201 665 68
6232 6233 33
5119 7725 23
1648 2695 87
7967 8748 94
5145 2984 73
1717 194 38
7742 6249 20
8419 2154 48
1918 3121 92
144 494 64
900 2041 48
2828 4127 55
8171 6362 76
7539 5350 60
3541 596 10
4416 8977 64
6230 2827 91
76 4835 13
3414 4961 72
3149 8940 3
6663 606 36
1600 76 25
4559 7565 46
7183 3195 90
6358 4192 13
5825 3503 23
895 7448 60
7078 6039 17
7088 537 32
7742 6854 23
6579 5352 25
489 8254 24
4365 5742 41
2380 5005 52
5892 6659 43
4818 4611 60
3273 4394 56
4956 819 73
6138 8215 22
7859 8826 74
158 6367 93
3281 311 21
2147 8533 86
185 78 38
3151 1856 91
1100 4399 32
6608 5528 26
6777 8761 76
7941 4284 73
8472 712 19
4924 8645 51
4609 6518 72
4503 3748 64
1736 1579 76
7110 3065 51
5069 8908 16
3101 580 45
882 4230 8
6096 4353 73
5107 6724 71
7859 4023 13
5943 5636 46
471 284 100
394 227 82
6829 1121 72
7954 7871 47
670 5788 49
3095 8696 49
4933 7141 6
6066 3220 85
7292 8967 7
8254 903 35
2333 7251 1
6931 6387 88
5183 6055 82
4415 7125 68
7720 3221 18
8236 3753 58
3830 7599 68
1519 7669 85
2062 8036 22
3173 8084 11
1119 8589 76
326 2889 7
2695 1070 91
3455 129 63
2926 7464 42
3905 2142 2
2566 7624 16
3388 6404 20
1902 7263 52
3186 1931 82
604 2921 70
4654 735 27
7397 5081 17
1117 5135 29
4785 1783 36
734 856 48
2285 4089 91
1834 1577 68
960 1000 26
4484 297 7
1989 4660 100
2135 5216 5
2327 6919 11
7435 7176 47
6430 304 92
3070 7952 43
2721 8557 17
7972 3486 85
8492 3672 83
4462 5405 14
8084 950 78
564 2353 81
4853 7429 3
6361 5799 85
5230 7047 72
7232 7123 3
5534 51 18
2833 1311 46
3676 722 66
5745 829 13
2172 1122 76
8999 6174 85
1265 740 36
3894 3248 79
4862 6578 38
1428 3888 11
32 7286 16
4082 7752 30
2638 498 40
1902 1814 48
4433 4470 43
4167 5500 68
80 7449 43
7235 4938 74
5871 5071 31
2795 7007 4
2146 5984 29
3090 1853 52
2103 3772 8
2573 8871 43
1325 6808 46
1598 8041 14
6511 7291 91
8934 1423 30
5251 8323 45
4602 1089 87
380 2757 42
1940 3974 95
6697 4851 41
2137 3961 99
5112 3537 30
4794 2034 78
6408 1313 90
8952 2450 59
3960 8255 19
7482 3810 66
5208 7423 66
1758 7467 9
1782 223 55
5841 3534 75
3466 1123 27
1538 4825 11
2731 4369 34
2555 4172 12
1146 834 1
3595 6521 96
3579 1776 28
3768 334 32
3938 2974 27
4547 5478 57
5945 2351 91
6955 2919 35
8269 2633 80
8167 1375 37
27 5843 29
2096 2047 75
8856 2717 24
5895 2432 80
5482 7065 88
3334 4427 12
209 4188 55
4643 3926 50
5412 3906 4
7664 2426 3
4673 3395 18
7338 4094 13
5695 1401 1
1835 6494 12
7197 6609 83
7211 7806 73
3093 7226 85
8260 3 99
4499 4263 7
4150 198 7
8182 4607 21
3482 2684 91
5387 406 32
2061 847 59
8067 8280 45
3791 7099 87
5398 1714 62
3215 8263 57
2365 7444 25
519 986 67
7338 509 46
6830 7772 15
7550 1543 45
7776 667 13
6461 4060 50
6526 5164 61
4743 1698 59
2417 317 53
3398 8074 32
4135 5019 69
5955 1636 29
3074 1204 82
85 2962 92
7180 2072 69
7691 2923 80
8237 5216 89
1400 7505 9
7930 7069 38
457 4735 51
8824 1542 90
221 768 23
519 6882 99
4519 2491 51
5589 4307 27
5662 6517 27
8839 2706 77
7818 8827 55
3460 3834 37
4949 2159 19
5364 1541 25
2739 4483 17
5058 7496 16
5551 21 32
3024 8595 16
8629 3548 39
5208 6351 40
566 5551 62
2766 4439 32
5361 5190 77
3467 8443 16
2401 2791 63
8822 6531 1
3488 7894 96
4850 7768 46
8818 1942 41
670 6772 2
8755 3176 5
1464 8593 84
2993 597 22
5134 971 18
5721 4639 70
8664 5745 10
4353 3131 96
8946 1497 72
8284 8017 32
4125 521 87
235 5821 85
4622 8922 87
7074 3798 85
8565 1726 11
207 7208 79
3434 5792 41
3078 7378 91
3463 4933 3
7382 7127 78
2593 8864 11
7046 8033 52
2874 8601 40
2567 826 97
7040 4991 58
1884 3039 69
5049 627 77
542 7510 89
539 442 20
1663 8176 27
5048 5226 72
3907 8848 37
8010 4695 58
1927 8107 92
3057 6511 23
5932 6898 50
4785 6075 85
5445 8782 99
260 1038 41
3907 7041 12
5875 7898 30
5504 3521 12
8093 7114 100
1451 358 51
2195 6486 3
5309 263 2
7157 7368 82
3044 3227 88
5440 7691 78
3140 3382 75
2386 4957 92
6356 7775 26
2791 2765 28
6007 6872 38
8407 7250 44
7756 1880 52
81 6921 18
5095 3174 98
5794 6466 71
1638 742 52
7816 3663 50
5801 3454 23
1652 1215 94
3778 2242 35
3943 2516 48
3337 6214 15
5036 8947 76
470 8545 87
5757 8825 26
1703 1182 10
406 1072 39
7013 294 91
551 185 32
3204 6917 58
7574 7222 66
3676 3501 3
3470 8253 41
3841 448 20
2021 6619 97
7140 6742 84
4640 4432 81
7271 1511 47
6312 5197 90
3457 7374 99
4030 6890 28
8621 5664 40
5104 4666 84
1633 3562 22
4868 341 44
2240 7658 2
8787 8163 82
1027 4660 37
5692 7373 97
7255 3211 18
6531 2994 28
7587 7330 70
7585 1920 71
791 6932 94
401 4599 41
756 185 48
4757 6056 13
170 8738 66
5965 7621 31
7990 2800 67
2590 3799 87
8169 7143 46
8997 6344 1
2066 6445 3
4091 4984 63
4367 5718 66
6068 2576 39
4882 372 95
1537 5470 3
1788 4378 3
2394 7059 76
2960 2431 46
2549 1770 83
391 2477 51
8059 5803 94
3173 6728 13
248 7635 63
8390 7555 59
1333 2022 43
8396 7073 20
7460 808 71
5585 777 7
1765 6035 1
2675 5382 86
27 8244 36
2407 3909 66
5176 8880 82
5181 4119 40
4011 1576 9
4236 4628 90
5922 2462 31
768 7236 3
5185 4937 66
393 6665 75
2148 8628 97
3767 4129 21
6228 3321 33
850 8902 64
4153 8895 82
7187 5064 56
4313 225 65
4070 2187 61
2964 8193 70
8584 7720 61
1154 447 83
2874 7083 51
1335 2289 80
3013 6964 88
2247 8076 40
7786 1044 86
5733 5878 83
5271 779 2
7678 911 88
5365 5412 65
2082 1506 31
2588 2149 47
3634 8930 92
3360 39 47
2326 6140 36
6524 1840 100
8820 1665 59
353 8485 73
1873 7520 81
3089 6410 90
385 1727 5
2639 3712 36
8228 8640 2
1105 6099 94
1163 8543 17
6267 3616 50
2917 2614 29
6384 5210 97
4488 3477 94
3558 4969 93
